autonumber,PeriodID,County,SPLocation,SPNo,Date,SampleTime,enterococcus,fecalColiform,PoorResults,advisory,WaterQuality,CollectionTime,Collector,AirTemp,WaterTemp,Weather,RainFall24h,RainFall3d,RainLastWeek,TidalConditionsA,TidalConditionsB,CurrentDirectionA,CurrentDirectionB,CurrentStrength,CommentField,Resample,Updated,enterococcus_code,fecalColiform_code,ec_GeoMean,ec_GeoMean_Code,SPID,Value_Qual,Batch_ID,Analysis_date,Analysis_Time,Lab_ID,Value_Qual_FC,Batch_ID_FC,Analysis_date_FC,Analysis_Time_FC,MDL_EC,MDL_FC,uql,uql_fc,,
61605,194,Sarasota,LIDO CASINO BEACH,4,4/11/05,11:35,32,9,FALSE,FALSE,,,POUSO,76,73,1,0,0,0.58,2,2,,3,3,,,,Good,Good,5.1,Good,265,,4/11/05,4/11/05,15:15,E84167,U,4/11/05,4/11/05,15:15,,,,,,
61773,195,Sarasota,LIDO CASINO BEACH,4,4/18/05,11:45,3,9,FALSE,FALSE,,,POUSO,73,74,1,0,0,0.11,2,2,,3,3,,,,Good,Good,5.1,Good,265,U,4/18/05,4/18/05,15:20,E84167,U,4/18/05,4/18/05,15:20,,,,,,
62215,196,Sarasota,LIDO CASINO BEACH,4,4/25/05,11:35,36,10,FALSE,FALSE,,,POUSO,68,72,1,0,0,0,2,2,,3,2,,,,Moderate,Good,7.92,Good,265,,4/25/05,4/25/05,15:05,E84167,,4/25/05,4/25/05,15:05,,,,,,
62336,197,Sarasota,LIDO CASINO BEACH,4,5/2/05,11:30,3,9,FALSE,FALSE,,,POUSO,75,74,2,0,0.77,3.09,3,1,,3,2,,,,Good,Good,7.92,Good,265,U,5/2/05,5/2/05,15:00,E84167,U,5/2/05,5/2/05,15:00,,,,,,
62694,198,Sarasota,LIDO CASINO BEACH,4,5/9/05,12:00,4,9,FALSE,FALSE,,,POUSO,76,74,1,0,0,0.63,2,2,,3,2,,,,Good,Good,8.39,Good,265,,5/9/05,5/9/05,15:40,E84167,U,5/9/05,5/9/05,15:40,,,,,,
63139,199,Sarasota,LIDO CASINO BEACH,4,5/16/05,11:45,3,9,FALSE,FALSE,,,POUSO,80,77,2,0,0.05,0.05,2,2,,3,3,,,,Good,Good,5.22,Good,265,U,5/16/05,5/16/05,15:20,E84167,U,5/16/05,5/16/05,15:20,,,,,,
63425,200,Sarasota,LIDO CASINO BEACH,4,5/23/05,11:40,12,9,FALSE,FALSE,,,POUSO,80,83,1,0,0,0.06,2,2,,3,2,,,,Good,Good,6.89,Good,265,,5/23/05,5/23/05,16:20,E84167,U,5/23/05,5/23/05,16:20,,,,,,
63776,201,Sarasota,LIDO CASINO BEACH,4,6/1/05,12:10,3,9,FALSE,FALSE,,,POUSO,78,82,3,0.98,3.11,3.11,3,1,,3,2,,,,Good,Good,4.19,Good,265,U,6/1/05,6/1/05,15:10,E84167,U,6/1/05,6/1/05,15:10,,,,,,
64134,202,Sarasota,LIDO CASINO BEACH,4,6/8/05,11:30,4,9,FALSE,FALSE,,,POUSO,82,82,1,0.4,0.4,1.72,2,2,,3,3,,,,Good,Good,4.44,Good,265,U,6/8/05,6/8/05,15:35,E84167,U,6/8/05,6/8/05,15:35,,,,,,
64435,203,Sarasota,LIDO CASINO BEACH,4,6/13/05,11:45,3,9,FALSE,FALSE,,,POUSO,85,82,1,0,1.61,2.66,3,3,,1,3,,,,Good,Good,4.19,Good,265,U,6/14/05,6/14/05,15:10,E84167,U,6/14/05,6/14/05,15:10,,,,,,
64541,204,Sarasota,LIDO CASINO BEACH,4,6/20/05,11:30,24,9,FALSE,FALSE,,,POUSO,83,86,2,0.05,0.05,0.05,3,1,,3,3,,,,Good,Good,6.36,Good,265,,6/20/05,6/20/05,14:50,E84167,U,6/20/05,6/20/05,14:50,,,,,,
64940,205,Sarasota,LIDO CASINO BEACH,4,6/27/05,11:35,4,9,FALSE,FALSE,,,POUSO,83,86,1,0.18,0.18,2.29,1,2,,1,2,,,,Good,Good,5.1,Good,265,,6/27/05,6/27/05,15:50,E84167,U,6/27/05,6/27/05,15:50,,,,,,
65361,206,Sarasota,LIDO CASINO BEACH,4,7/5/05,11:15,12,30,FALSE,FALSE,,,ROSENOW,88,86,1,0,0,0.34,2,1,,1,1,SEAWEED - BAD LOOKING WATER,,,Good,Good,6.73,Good,265,,7/5/05,7/5/05,14:45,E84167,,7/5/05,7/5/05,14:45,,,,,,
65707,207,Sarasota,LIDO CASINO BEACH,4,7/12/05,11:40,3,9,FALSE,FALSE,,,POUSO,87,87,1,0,0,0.24,3,3,,3,2,,,,Good,Good,6.36,Good,265,U,7/12/05,7/12/05,15:20,E84167,U,7/12/05,7/12/05,15:20,,,,,,
65987,208,Sarasota,LIDO CASINO BEACH,4,7/18/05,10:40,4,9,FALSE,FALSE,,,ROSENOW,88,87,1,0,0.91,2.79,3,1,,1,2,,,,Good,Good,6.73,Good,265,,7/18/05,7/18/05,15:20,E84167,U,7/18/05,7/18/05,15:20,,,,,,
66253,209,Sarasota,LIDO CASINO BEACH,4,7/25/05,10:45,3,9,FALSE,FALSE,,,ROSENOW,87,86,1,0.01,0.62,2.23,3,3,,1,2,,,,Good,Good,4.44,Good,265,U,7/25/05,7/25/05,15:35,E84167,U,7/25/05,7/25/05,15:35,,,,,,
66624,210,Sarasota,LIDO CASINO BEACH,4,8/1/05,10:50,3,9,FALSE,FALSE,,,ROSENOW,86,85,1,0,0,1.72,3,1,,1,3,,,,Good,Good,4.19,Good,265,U,8/1/05,8/1/05,16:30,E84167,U,8/1/05,8/1/05,16:30,,,,,,
66979,211,Sarasota,LIDO CASINO BEACH,4,8/8/05,10:55,8,9,FALSE,FALSE,,,ROSENOW,83,88,3,0.05,1.4,1.4,3,1,,2,1,"RAINY, WINDY, ROUGH",,,Good,Good,3.87,Good,265,,8/8/05,8/8/05,15:12,E84167,U,8/8/05,8/8/05,15:12,,,,,,
67272,212,Sarasota,LIDO CASINO BEACH,4,8/15/05,10:45,3,9,FALSE,FALSE,,,ROSENOW,85,88,1,0,0.05,0.82,1,2,,1,3,,,,Good,Good,3.87,Good,265,U,8/15/05,8/15/05,15:50,E84167,U,8/15/05,8/15/05,15:50,,,,,,
67507,213,Sarasota,LIDO CASINO BEACH,4,8/22/05,10:45,3,9,FALSE,FALSE,,,ROSENOW,86,92,1,0.45,0.46,1.04,2,3,,1,3,WATER LOOKS ,,,Good,Good,3.65,Good,265,U,8/22/05,8/22/05,15:05,E84167,U,8/22/05,8/22/05,15:05,,,,,,
67726,214,Sarasota,LIDO CASINO BEACH,4,8/29/05,11:45,3,9,FALSE,FALSE,,,ROSENOW,85,89,1,0,0.46,1.62,1,1,,1,1,ESSENCE OF RED,,,Good,Good,3.65,Good,265,U,8/29/05,8/29/05,15:00,E84167,U,8/29/05,8/29/05,15:00,,,,,,
68228,215,Sarasota,LIDO CASINO BEACH,4,9/6/05,10:45,3,9,FALSE,FALSE,,,ROSENOW,83,87,1,0,0.01,0.76,2,3,,2,2,,,,Good,Good,3.65,Good,265,U,9/6/05,9/6/05,15:55,E84167,U,9/6/05,9/6/05,15:55,,,,,,
68521,216,Sarasota,LIDO CASINO BEACH,4,9/12/05,10:55,3,10,FALSE,FALSE,,,ROSENOW,83,87,1,0,0,0,1,2,,2,3,,,,Good,Good,3,Good,265,U,9/12/05,9/12/05,15:55,E84167,,9/12/05,9/12/05,15:55,,,,,,
68750,217,Sarasota,LIDO CASINO BEACH,4,9/19/05,12:20,3,10,FALSE,FALSE,,,KING,87,85,1,0,0,0,3,3,,3,3,,,,Good,Good,3,Good,265,U,9/19/05,9/19/05,15:10,E84167,,9/19/05,9/19/05,15:10,,,,,,
69147,218,Sarasota,LIDO CASINO BEACH,4,9/26/05,12:02,3,9,FALSE,FALSE,,,KING,85,82,1,0,0.01,0.25,3,3,,1,3,,,,Good,Good,3,Good,265,U,9/26/05,9/26/05,16:00,E84167,U,9/26/05,9/26/05,16:00,,,,,,
69368,219,Sarasota,LIDO CASINO BEACH,4,10/3/05,10:50,3,9,FALSE,FALSE,,,ROSENOW,84,85,1,0.03,0.1,0.13,2,2,,1,2,,,,Good,Good,3,Good,265,U,10/3/05,10/3/05,16:00,E84167,U,10/3/05,10/3/05,16:00,,,,,,
69768,220,Sarasota,LIDO CASINO BEACH,4,10/10/05,10:45,3,9,FALSE,FALSE,,,ROSENOW,86,85,2,0,0.02,1.03,1,2,,2,2,,,,Good,Good,3,Good,265,U,10/10/05,10/10/05,15:10,E84167,U,10/10/05,10/10/05,15:10,,,,,,
70106,221,Sarasota,LIDO CASINO BEACH,4,10/17/05,10:50,3,9,FALSE,FALSE,,,ROSENOW,79,83,1,0,0,0,2,2,,2,3,,,,Good,Good,3,Good,265,U,10/17/05,10/17/05,15:00,E84167,U,10/17/05,10/17/05,15:00,,,,,,
70303,222,Sarasota,LIDO CASINO BEACH,4,10/25/05,10:45,3,9,FALSE,FALSE,,,ROSENOW,61,80,2,0,3.79,4.41,1,2,,2,2,,,,Good,Good,3,Good,265,U,10/25/05,10/25/05,15:30,E84167,U,10/25/05,10/25/05,15:30,,,,,,
70692,223,Sarasota,LIDO CASINO BEACH,4,10/31/05,10:50,3,9,FALSE,FALSE,,,ROSENOW,78,75,1,0,0,0,3,1,,2,2,SEAWEED ON BEACH AND IN SHALLOWS,,,Good,Good,3,Good,265,U,10/31/05,10/31/05,15:20,E84167,U,10/31/05,10/31/05,15:20,,,,,,
70991,224,Sarasota,LIDO CASINO BEACH,4,11/7/05,10:50,3,9,FALSE,FALSE,,,ROSENOW,83,72,2,0,0,1.25,3,3,,2,3,,,,Good,Good,3,Good,265,U,11/7/05,11/7/05,14:50,E84167,U,11/7/05,11/7/05,14:50,,,,,,
71391,225,Sarasota,LIDO CASINO BEACH,4,11/14/05,10:45,3,9,FALSE,FALSE,,,OLIVER,80,72,1,0,0,0,2,2,,1,3,,,,Good,Good,3,Good,265,U,11/14/05,11/14/05,15:00,E84167,U,11/14/05,11/14/05,15:00,,,,,,
71605,226,Sarasota,LIDO CASINO BEACH,4,11/21/05,10:50,3,9,FALSE,FALSE,,,ROSENOW,74,72,2,0.04,0.04,0.04,3,3,,2,2,,,,Good,Good,3,Good,265,U,11/21/05,11/21/05,15:20,E84167,U,11/21/05,11/21/05,15:20,,,,,,
72039,227,Sarasota,LIDO CASINO BEACH,4,11/28/05,10:50,3,20,FALSE,FALSE,,,ROSENOW,77,70,2,0.07,0.07,0.07,3,1,,1,2,,,,Good,Good,3,Good,265,U,11/28/05,11/28/05,15:00,E84167,,11/28/05,11/28/05,15:00,,,,,,
72370,228,Sarasota,LIDO CASINO BEACH,4,12/5/05,10:55,4,9,FALSE,FALSE,,,ROSENOW,76,69,1,0.09,0.09,1.1,3,3,,1,2,,,,Good,Good,3.18,Good,265,,12/5/05,12/5/05,14:50,E84167,U,12/5/05,12/5/05,14:50,,,,,,
72514,229,Sarasota,LIDO CASINO BEACH,4,12/12/05,10:45,8,9,FALSE,FALSE,,,ROSENOW,60,68,1,0.01,0.02,0.09,2,2,,2,2,,,,Good,Good,3.87,Good,265,,12/12/05,12/12/05,15:10,E84167,U,12/12/05,12/12/05,15:10,,,,,,
72724,230,Sarasota,LIDO CASINO BEACH,4,12/19/05,10:50,3,20,FALSE,FALSE,,,ROSENOW,67,65,2,0,0,0,3,3,,2,3,,,,Good,Good,3.87,Good,265,U,12/19/05,12/19/05,15:40,E84167,U,12/19/05,12/19/05,15:40,,,,,,
73218,231,Sarasota,LIDO CASINO BEACH,4,12/27/05,10:50,3,9,FALSE,FALSE,,,ROSENOW,60,63,1,0.01,0.17,0.17,2,2,,2,2,,,,Good,Good,3.87,Good,265,U,12/27/05,12/27/05,16:00,E84167,U,12/27/05,12/27/05,16:00,,,,,,
73590,232,Sarasota,LIDO CASINO BEACH,4,1/3/06,10:55,3,9,FALSE,FALSE,,,ROSENOW,72,68,3,0.14,5.73,5.74,3,3,,1,2,,,,Good,Good,3.87,Good,265,U,1/3/06,1/3/06,15:20,E84167,U,1/3/06,1/3/06,15:20,,,,,,
73796,233,Sarasota,LIDO CASINO BEACH,4,1/9/06,10:50,3,9,FALSE,FALSE,,,ROSENOW,66,60,1,0,0,0.14,2,2,,1,3,,,,Good,Good,3.65,Good,265,U,1/9/06,1/9/06,15:25,E84167,U,1/9/06,1/9/06,15:25,,,,,,
74189,234,Sarasota,LIDO CASINO BEACH,4,1/17/06,10:55,8,30,FALSE,FALSE,,,ROSENOW,74,64,2,0.01,0.01,0.02,2,2,,1,2,,,,Good,Good,3.65,Good,265,,1/17/06,1/17/06,15:00,E84167,,1/17/06,1/17/06,15:00,,,,,,
74537,235,Sarasota,LIDO CASINO BEACH,4,1/23/06,10:50,28,9,FALSE,FALSE,,,ROSENOW,79,62,2,0,0,0.3,3,3,,1,3,,,,Good,Good,5.71,Good,265,,1/23/06,1/23/06,15:50,E84167,U,1/23/06,1/23/06,15:50,,,,,,
74857,236,Sarasota,LIDO CASINO BEACH,4,1/30/06,10:55,3,70,FALSE,FALSE,,,ROSENOW,70,62,2,0.03,0.03,0.03,2,2,,1,2,,,,Good,Good,5.71,Good,265,U,1/30/06,1/30/06,14:50,E84167,,1/30/06,1/30/06,14:50,,,,,,
75118,237,Sarasota,LIDO CASINO BEACH,4,2/6/06,11:00,4,10,FALSE,FALSE,,,ROSENOW,65,62,1,0,0.38,0.99,3,2,,1,2,,,,Good,Good,6.04,Good,265,,2/6/06,2/6/06,15:15,E84167,,2/6/06,2/6/06,15:15,,,,,,
75455,238,Sarasota,LIDO CASINO BEACH,4,2/13/06,10:55,3,10,FALSE,FALSE,,,ROSENOW,54,56,2,0,0.25,0.25,2,2,,2,2,,,,Good,Good,6.04,Good,265,U,2/13/06,2/13/06,15:15,E84167,,2/13/06,2/13/06,15:15,,,,,,
75654,239,Sarasota,LIDO CASINO BEACH,4,2/20/06,10:55,3,9,FALSE,FALSE,,,ROSENOW,72,61,1,0,0.01,0.01,3,3,,2,3,,,,Good,Good,4.97,Good,265,U,2/20/06,2/20/06,15:05,E84167,U,2/20/06,2/20/06,15:05,,,,,,
76113,240,Sarasota,LIDO CASINO BEACH,4,2/27/06,10:50,4,9,FALSE,FALSE,,,ROSENOW,66,63,1,0,0.17,0.18,3,3,,2,2,,,,Good,Good,3.37,Good,265,,2/27/06,2/27/06,15:40,E84167,U,2/27/06,2/27/06,15:40,,,,,,
76406,241,Sarasota,LIDO CASINO BEACH,4,3/6/06,10:45,3,9,FALSE,FALSE,,,ROSENOW,69,65,2,0,0,0,3,3,,1,3,,,,Good,Good,3.37,Good,265,U,3/6/06,3/6/06,14:40,E84167,U,3/6/06,3/6/06,14:40,,,,,,
76584,242,Sarasota,LIDO CASINO BEACH,4,3/13/06,10:55,3,10,FALSE,FALSE,,,ROSENOW,79,68,1,0,0,0,2,2,,1,2,,,,Good,Good,3.18,Good,265,U,3/13/06,3/13/06,15:12,E84167,,3/13/06,3/13/06,15:12,,,,,,
76887,243,Sarasota,LIDO CASINO BEACH,4,3/20/06,10:45,4,9,FALSE,FALSE,,,ROSENOW,80,72,2,0,0,0,2,2,,1,2,,,,Good,Good,3.37,Good,265,,3/20/06,3/20/06,15:20,E84167,U,3/20/06,3/20/06,15:20,,,,,,
77202,244,Sarasota,LIDO CASINO BEACH,4,3/27/06,10:55,3,9,FALSE,FALSE,,,ROSENOW,67,69,1,0,0,0.66,2,2,,2,3,,,,Good,Good,3.37,Good,265,U,3/27/06,3/27/06,14:38,E84167,U,3/27/06,3/27/06,14:38,,,,,,
77620,245,Sarasota,LIDO CASINO BEACH,4,4/3/06,10:55,3,9,FALSE,FALSE,,,ROSENOW,72,72,1,0,0,0,3,2,,2,3,,,,Good,Good,3.18,Good,265,U,4/3/06,4/3/06,14:45,E84167,U,4/3/06,4/3/06,14:45,,,,,,
77993,246,Sarasota,LIDO CASINO BEACH,4,4/10/06,10:50,3,9,FALSE,FALSE,,,ROSENOW,72,70,1,0,0.07,0.12,2,2,,1,2,SEAWEED ON SHORE AND SHALLOWS W/ SMELL,,,Good,Good,3.18,Good,265,U,4/10/06,4/10/06,15:10,E84167,U,4/10/06,4/10/06,15:10,,,,,,
78259,247,Sarasota,LIDO CASINO BEACH,4,4/17/06,10:50,16,9,FALSE,FALSE,,,ROSENOW,75,74,1,0,0,0,2,2,,1,2,,,,Good,Good,4.44,Good,265,,4/17/06,4/17/06,15:20,E84167,U,4/17/06,4/17/06,15:20,,,,,,
78489,248,Sarasota,LIDO CASINO BEACH,4,4/24/06,10:55,4,9,FALSE,FALSE,,,ROSENOW,78,79,1,0,0,0,2,1,,1,3,,,,Good,Good,4.44,Good,265,,4/24/06,4/24/06,15:07,E84167,U,4/24/06,4/24/06,15:07,,,,,,
78889,249,Sarasota,LIDO CASINO BEACH,4,5/1/06,10:45,3,9,FALSE,FALSE,,,ROSENOW,74,78,1,0,0,0.01,2,1,,1,3,,,,Good,Good,4.44,Good,265,U,5/1/06,5/1/06,15:00,E84167,U,5/1/06,5/1/06,15:00,,,,,,
79201,250,Sarasota,LIDO CASINO BEACH,4,5/8/06,10:50,12,10,FALSE,FALSE,,,ROSENOW,82,82,1,0,0,0,2,1,,1,3,,,,Good,Good,5.86,Good,265,,5/8/06,5/8/06,14:45,E84167,,5/8/06,5/8/06,14:45,,,,,,
79409,251,Sarasota,LIDO CASINO BEACH,4,5/15/06,10:50,3,9,FALSE,FALSE,,,ROSENOW,77,80,2,0,0,0.6,2,2,,1,2,,,,Good,Good,5.86,Good,265,,5/15/06,5/15/06,15:25,E84167,U,5/15/06,5/15/06,15:25,,,,,,
79819,252,Sarasota,LIDO CASINO BEACH,4,5/22/06,10:55,3,9,FALSE,FALSE,,,ROSENOW,82,80,2,0,0,0.57,3,2,,2,3,,,,Good,Good,4.19,Good,265,U,5/22/06,5/22/06,15:40,E84167,U,5/22/06,5/22/06,15:40,,,,,,
80128,253,Sarasota,LIDO CASINO BEACH,4,5/30/06,10:58,3,9,FALSE,FALSE,,,ROSENOW,87,82,1,0,0.03,0.03,2,2,,1,3,,,,Good,Good,3.96,Good,265,U,5/30/06,5/30/06,15:23,E84167,U,5/30/06,5/30/06,15:23,,,,,,
80451,254,Sarasota,LIDO CASINO BEACH,4,6/5/06,10:56,3,10,FALSE,FALSE,,,ROSENOW,84,84,1,0.01,0.01,1.53,2,1,,2,3,SEAWEED,,,Good,Good,3.96,Good,265,U,6/5/06,6/5/06,15:23,E84167,,6/5/06,6/5/06,15:23,,,,,,
80769,255,Sarasota,LIDO CASINO BEACH,4,6/14/06,11:45,3,70,FALSE,FALSE,,,POUSO,85,83,2,0.25,4.01,4.25,2,2,,3,1,,,,Good,Good,3,Good,265,U,6/14/06,6/14/06,15:31,E84167,,6/14/06,6/14/06,15:31,,,,,,
80956,256,Sarasota,LIDO CASINO BEACH,4,6/19/06,12:10,3,9,FALSE,FALSE,,,KING,85,84,1,0.46,0.46,1.06,3,3,,1,3,,,,Good,Good,3,Good,265,U,6/19/06,6/19/06,15:12,E84167,U,6/19/06,6/19/06,15:12,,,,,,
81353,257,Sarasota,LIDO CASINO BEACH,4,6/27/06,10:54,84,150,FALSE,FALSE,,,ROSENOW,86,84,2,0,0.72,1.24,3,3,,1,1,SEAWEED,,,Moderate,Good,5.84,Good,265,,6/27/06,6/27/06,15:00,E84167,,6/27/06,6/27/06,15:00,,,,,,
81500,258,Sarasota,LIDO CASINO BEACH,4,7/3/06,10:50,3,9,FALSE,FALSE,,,ROSENOW,84,85,1,0,3.52,3.52,1,2,,1,3,,,,Good,Good,5.84,Good,265,,7/3/06,7/3/06,14:56,E84167,U,7/3/06,7/3/06,14:56,,,,,,
81831,259,Sarasota,LIDO CASINO BEACH,4,7/10/06,10:50,8,9,FALSE,FALSE,,,ROSENOW,85,85,1,1.16,1.56,1.76,2,1,,1,2,,,,Good,Good,7.11,Good,265,,7/10/06,7/10/06,15:22,E84167,U,7/10/06,7/10/06,15:22,,,,,,
82164,260,Sarasota,LIDO CASINO BEACH,4,7/17/06,11:00,4,9,FALSE,FALSE,,,ROSENOW,87,85,2,0,0,1.33,1,3,,1,3,,,,Good,Good,7.53,Good,265,,7/17/06,7/17/06,15:15,E84167,U,7/17/06,7/17/06,15:15,,,,,,
82489,261,Sarasota,LIDO CASINO BEACH,4,7/24/06,10:50,24,80,FALSE,FALSE,,,ROSENOW,87,83,1,0,1.32,2.43,2,1,,1,2,,,,Good,Good,11.41,Good,265,,7/24/06,7/24/06,15:20,E84167,,7/24/06,7/24/06,15:20,,,,,,
82868,262,Sarasota,LIDO CASINO BEACH,4,7/31/06,10:50,3,9,FALSE,FALSE,,,ROSENOW,88,86,2,0,0,1.44,1,3,,1,3,,,,Good,Good,5.86,Good,265,U,7/31/06,7/31/06,15:13,E84167,U,7/31/06,7/31/06,15:13,,,,,,
83274,263,Sarasota,LIDO CASINO BEACH,4,8/7/06,10:40,28,10,FALSE,FALSE,,,ROSENOW,87,87,2,0,0,0.38,2,1,,1,3,,,,Good,Good,9.16,Good,265,,8/7/06,8/7/06,15:40,E84167,,8/7/06,8/7/06,15:40,,,,,,
83440,264,Sarasota,LIDO CASINO BEACH,4,8/14/06,10:55,3,9,FALSE,FALSE,,,ROSENOW,86,86,1,1.61,1.61,1.68,1,3,,1,3,,,,Good,Good,7.53,Good,265,U,8/14/06,8/14/06,14:47,E84167,U,8/14/06,8/14/06,14:47,,,,,,
83760,265,Sarasota,LIDO CASINO BEACH,4,8/21/06,11:04,32,70,FALSE,FALSE,,,ROSENOW,86,86,1,1.14,1.72,2.65,2,1,,1,2,,,,Good,Good,11.41,Good,265,,8/21/06,8/21/06,14:50,E84167,,8/21/06,8/21/06,14:50,,,,,,
84068,266,Sarasota,LIDO CASINO BEACH,4,8/28/06,10:54,3,9,FALSE,FALSE,,,ROSENOW,86,86,1,0,1.12,2.06,1,3,,1,3,"RED TIDE, SMELLY, DEAD FISH",,,Good,Good,7.53,Good,265,U,8/28/06,8/28/06,15:00,E84167,U,8/28/06,8/28/06,15:00,,,,,,
84525,267,Sarasota,LIDO CASINO BEACH,4,9/5/06,10:40,12,10,FALSE,FALSE,,,ROSENOW,84,85,2,0.01,0.24,0.83,2,1,,1,3,,,,Good,Good,9.93,Good,265,,9/5/06,9/5/06,15:30,E84167,,9/5/06,9/5/06,15:30,,,,,,
84691,268,Sarasota,LIDO CASINO BEACH,4,9/11/06,10:52,3,9,FALSE,FALSE,,,ROSENOW,87,85,1,0.88,0.89,2.03,1,3,,1,3,,,,Good,Good,6.36,Good,265,U,9/11/06,9/11/06,14:55,E84167,U,9/11/06,9/11/06,14:55,,,,,,
85167,269,Sarasota,LIDO CASINO BEACH,4,9/18/06,10:51,120,20,TRUE,FALSE,,,ROSENOW,88,85,2,0,0,1.7,2,1,,1,1,,,,Poor,Good,13.29,Good,265,,9/18/06,9/18/06,15:30,E84167,,9/18/06,9/18/06,15:30,,,,,,
85210,269,Sarasota,LIDO CASINO BEACH,4,9/20/06,14:40,4,0,FALSE,FALSE,,,POUSO,84,86,2,0.03,0.34,0.39,3,1,,2,1,,Resample_1,9/22/06,Good,N/A,10.88,Good,265,,9/20/06,9/20/06,16:30,E84167,,,1/1/1900,,,,,,,
85395,270,Sarasota,LIDO CASINO BEACH,4,9/25/06,10:49,3,9,FALSE,FALSE,,,ROSENOW,86,86,1,0,0,1.25,1,3,,1,3,,,,Good,Good,7.33,Good,265,U,9/25/06,9/25/06,15:45,E84167,U,9/25/06,9/25/06,15:45,,,,,,
85683,271,Sarasota,LIDO CASINO BEACH,4,10/2/06,10:50,3,9,FALSE,FALSE,,,ROSENOW,85,82,1,0,0,0.73,2,1,,1,3,,,,Good,Good,7.33,Good,265,U,10/2/06,10/2/06,14:40,E84167,U,10/2/06,10/2/06,14:40,,,,,,
86049,272,Sarasota,LIDO CASINO BEACH,4,10/9/06,11:05,3,9,FALSE,FALSE,,,ROSENOW,80,84,1,0,0,0,1,3,,1,3,,,,Good,Good,5.82,Good,265,U,10/9/06,10/9/06,15:35,E84167,U,10/9/06,10/9/06,15:35,,,,,,
86348,273,Sarasota,LIDO CASINO BEACH,4,10/16/06,10:42,4,10,FALSE,FALSE,,,OSENOW,79,79,1,0,0,0,2,1,,1,2,,,,Good,Good,6.11,Good,265,,10/16/06,10/16/06,14:10,E84167,,10/16/06,10/16/06,14:10,,,,,,
86615,274,Sarasota,LIDO CASINO BEACH,4,10/23/06,10:55,3,9,FALSE,FALSE,,,ROSENOW,78,80,2,0,0,0,1,2,,2,2,,,,Good,Good,3.18,Good,265,U,10/23/06,10/23/06,16:00,E84167,U,10/23/06,10/23/06,16:00,,,,,,
86959,275,Sarasota,LIDO CASINO BEACH,4,10/30/06,10:50,3,9,FALSE,FALSE,,,ROSENOW,82,78,1,0,0.98,1.35,2,2,,2,3,,,,Good,Good,3.18,Good,265,U,10/30/06,10/30/06,14:50,E84167,U,10/30/06,10/30/06,14:50,,,,,,
87401,276,Sarasota,LIDO CASINO BEACH,4,11/6/06,12:00,3,9,FALSE,FALSE,,,POUSO,78,77,1,0,0,0,3,3,,3,3,,,,Good,Good,3.18,Good,265,U,11/6/06,11/6/06,15:30,E84167,U,11/6/06,11/6/06,15:30,,,,,,
87618,277,Sarasota,LIDO CASINO BEACH,4,11/13/06,10:55,3,9,FALSE,FALSE,,,ROSENOW,77,72,2,0,0,0.32,2,2,,2,3,,,,Good,Good,3.18,Good,265,U,11/13/06,11/13/06,14:35,E84167,U,11/13/06,11/13/06,14:35,,,,,,
87923,278,Sarasota,LIDO CASINO BEACH,4,11/20/06,10:50,3,9,FALSE,FALSE,,,ROSENOW,64,68,2,0.01,0.01,0.63,1,2,,2,2,,,,Good,Good,3,Good,265,U,11/20/06,11/20/06,14:55,E84167,U,11/20/06,11/20/06,14:55,,,,,,
88183,279,Sarasota,LIDO CASINO BEACH,4,11/27/06,10:55,3,9,FALSE,FALSE,,,ROSENOW,77,64,2,0,0,0.11,1,3,,2,3,,,,Good,Good,3,Good,265,U,11/27/06,11/27/06,14:35,E84167,U,11/27/06,11/27/06,14:35,,,,,,
88503,280,Sarasota,LIDO CASINO BEACH,4,12/4/06,11:00,3,9,FALSE,FALSE,,,ROSENOW,72,66,2,0,0,0,1,3,,2,3,,,,Good,Good,3,Good,265,U,12/4/06,12/4/06,15:15,E84167,U,12/4/06,12/4/06,15:15,,,,,,
88850,281,Sarasota,LIDO CASINO BEACH,4,12/11/06,10:55,3,9,FALSE,FALSE,,,ROSENOW,76,66,2,0,0,0,1,3,,1,3,,,,Good,Good,3,Good,265,U,12/11/06,12/11/06,16:05,E84167,U,12/11/06,12/11/06,16:05,,,,,,
89233,282,Sarasota,LIDO CASINO BEACH,4,12/18/06,10:50,3,9,FALSE,FALSE,,,ROSENOW,79,64,2,0,0,0,2,3,,1,3,,,,Good,Good,3,Good,265,U,12/18/06,12/18/06,14:00,E84167,U,12/18/06,12/18/06,14:00,,,,,,
89414,283,Sarasota,LIDO CASINO BEACH,4,12/26/06,10:50,12,10,FALSE,FALSE,,,ROSENOW,64,65,2,0.03,1.38,1.57,1,3,,2,1,,,,Good,Good,3.96,Good,265,,12/26/06,12/26/06,14:45,E84167,,12/26/06,12/26/06,14:45,,,,,,
89888,284,Sarasota            ,LIDO CASINO BEACH,4,1/2/07,10:55,3,10,FALSE,FALSE,,,ROSENOW,76,69,2,0,0.88,0.88,1,2,,2,2,,,,Good      ,Good      ,3.96,Good      ,265,U,1/2/07,1/2/07,15:00,E84167,,1/2/07,1/2/07,15:00,,,,,,
