autonumber,PeriodID,County,SPLocation,SPNo,Date,SampleTime,enterococcus,fecalColiform,PoorResults,advisory,WaterQuality,CollectionTime,Collector,AirTemp,WaterTemp,Weather,RainFall24h,RainFall3d,RainLastWeek,TidalConditionsA,TidalConditionsB,CurrentDirectionA,CurrentDirectionB,CurrentStrength,CommentField,Resample,Updated,enterococcus_code,fecalColiform_code,ec_GeoMean,ec_GeoMean_Code,SPID,Value_Qual,Batch_ID,Analysis_date,Analysis_Time,Lab_ID,Value_Qual_FC,Batch_ID_FC,Analysis_date_FC,Analysis_Time_FC,MDL_EC,MDL_FC,uql,uql_fc
62945,199,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/16/05,10:04,10,10,FALSE,FALSE,,,h roese,77,78,1,0,0.05,0.05,1,2,,3,3,,,,Good,Good,10,Good,161,u,5/16/05,5/16/05 0:00,11:40,E84167,u,5/16/05,5/16/05 0:00,11:40,,,,
63290,200,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/23/05,10:22,10,10,FALSE,FALSE,,,t larkin,80,81,1,0,0,0.06,2,1,,3,3,,,,Good,Good,10,Good,161,u,5/23/05,5/23/05 0:00,13:25,E84167,,5/23/05,5/23/05 0:00,13:25,,,,
63591,201,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/30/05,9:43,10,10,FALSE,FALSE,,,t larkin,72,82,3,2.06,2.06,2.06,1,1,,3,3,,,,Good,Good,10,Good,161,u,5/31/05,5/31/05 0:00,13:30,E84167,u,5/31/05,5/31/05 0:00,13:30,,,,
63899,202,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/6/05,9:13,10,10,FALSE,FALSE,,,t larkin,82,80,2,0.8,1.8,2.8,2,1,,3,3,,,,Good,Good,10,Good,161,u,6/6/05,6/6/05 0:00,13:40,E84167,,6/6/05,6/6/05 0:00,13:40,,,,
64463,203,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/14/05,9:36,10,10,FALSE,FALSE,,,t larkin,78,83,1,0,1.69,2.67,1,2,,3,3,,,,Good,Good,10,Good,161,u,6/14/05,6/14/05 0:00,11:35,E84167,u,6/14/05,6/14/05 0:00,11:35,,,,
64509,204,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/20/05,11:45,20,10,FALSE,FALSE,,,Hans Roese,86.3,83.7,2,0,0,0,3,1,,3,3,,,,Good,Good,11.49,Good,161,,6/20/05,6/20/05 0:00,13:30,E84167,,6/20/05,6/20/05 0:00,13:30,,,,
64858,205,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/27/05,9:52,9,9,FALSE,FALSE,,,t larkin,81,83,2,0,0,2.12,1,2,,1,3,,,,Good,Good,11.25,Good,161,u,6/27/05,6/27/05 0:00,12:50,E84167,u,6/27/05,6/27/05 0:00,12:50,,,,
65195,206,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/5/05,10:00,9,9,FALSE,FALSE,,,t larkin,86,87,1,0,0.08,1.75,2,1,,1,3,,,,Good,Good,11.01,Good,161,u,7/5/05,7/5/05 0:00,12:30,E84167,u,7/5/05,7/5/05 0:00,12:30,,,,
65570,207,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/12/05,11:50,9,9,FALSE,FALSE,,,H. Roese,90.3,86.1,1,0,1.51,1.83,3,3,,3,2,,,,Good,Good,10.78,Good,161,,7/12/05,7/12/05 0:00,13:05,E84167,,7/12/05,7/12/05 0:00,13:05,,,,
65837,208,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/18/05,10:05,70,1500,TRUE,TRUE,,,t larkin,84,87,1,0.19,0.96,2.8,1,1,,3,3,,,,Moderate,Poor,15.91,Good,161,,7/18/05,7/18/05 0:00,13:30,E84167,,7/18/05,7/18/05 0:00,13:30,,,,
66029,208,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/20/05,7:43,0,210,FALSE,TRUE,,,t larkin,80,85,1,0.25,0.44,2.61,2,1,,3,3,,Resample_1,7/21/05 17:12,N/A,Moderate,,NA,161,,,1/1/00 0:00,,E84167,,7/20/05,7/20/05 0:00,14:55,,,,
66069,208,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/21/05,13:18,0,150,FALSE,FALSE,,,t larkin,91,88,1,0.46,1.68,2.58,1,1,,3,3,,Resample_2,7/22/05 15:33,N/A,Good,,NA,161,,,1/1/00 0:00,,E84167,,7/21/05,7/21/05 0:00,15:07,,,,
66290,209,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/25/05,10:50,9,9,FALSE,FALSE,,,Hans Roese,85,87,1,0.61,0.61,2.23,3,3,,3,3,,,,Good,Good,13.56,Good,161,,7/25/05,7/25/05 0:00,11:55,E81467,,7/25/05,7/25/05 0:00,11:55,,,,
66521,210,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/1/05,10:05,9,9,FALSE,FALSE,,,t larkin,84,87,1,0,1.48,1.73,1,1,,3,3,,,,Good,Good,13.56,Good,161,u,8/1/05,8/1/05 0:00,13:00,E84167,u,8/1/05,8/1/05 0:00,13:00,,,,
66828,211,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/8/05,11:15,9,9,FALSE,FALSE,,,H. Roese,79.9,86.6,1,0,0.09,0.09,3,3,,3,3,,,,Good,Good,13.56,Good,161,,8/8/05,8/8/05 0:00,13:20,E81467,,8/8/05,8/8/05 0:00,13:20,,,,
67268,212,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/15/05,10:19,9,9,FALSE,FALSE,,,t larkin,85,87,1,0.06,0.06,0.88,1,2,,3,3,,,,Good,Good,13.56,Good,161,u,8/15/05,8/15/05 0:00,12:05,E84167,u,8/15/05,8/15/05 0:00,12:05,,,,
67387,213,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/22/05,10:45,9,9,FALSE,FALSE,,,h roese,84.8,89.6,1,0.01,0.01,0.61,3,3,,3,3,,,,Good,Good,9,Good,161,u,8/22/05,8/22/05 0:00,11:54,E84167,u,8/22/05,8/22/05 0:00,11:54,,,,
67682,214,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/29/05,10:12,9,9,FALSE,FALSE,,,t larkin,85,83,2,0,0.46,1.75,1,1,,1,3,,,,Good,Good,9,Good,161,u,8/29/05,8/29/05 0:00,12:10,E84167,u,8/29/05,8/29/05 0:00,12:10,,,,
68177,215,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/6/05,11:10,9,9,FALSE,FALSE,,,Hans Roese,84.4,84.4,1,0.01,0.77,0.77,3,3,,3,3,,,,Good,Good,9,Good,161,,9/6/05,9/6/05 0:00,12:15,E84167,,9/6/05,9/6/05 0:00,12:15,,,,
68427,216,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/12/05,11:10,9,9,FALSE,FALSE,,,t larkin,84,85,1,0,0,0.01,1,2,,3,3,,,,Good,Good,9,Good,161,u,9/12/05,9/12/05 0:00,13:25,E84167,u,9/12/05,9/12/05 0:00,13:25,,,,
68835,217,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/19/05,11:16,9,9,FALSE,FALSE,,,T. Manning,84,85,1,0,0,0,2,3,,3,3,,,,Good,Good,9,Good,161,u,9/19/05,9/19/05 0:00,13:10,E84167,u,9/19/05,9/19/05 0:00,13:10,,,,
68965,218,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/26/05,10:25,9,9,FALSE,FALSE,,,H. Roese,83,82,1,0.01,0.03,0.27,3,1,,2,3,,,,Good,Good,9,Good,161,u,9/26/05,9/26/05 0:00,12:30,E84167,u,9/26/05,9/26/05 0:00,12:30,,,,
69459,219,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/3/05,10:45,9,9,FALSE,FALSE,,,H. Roese,82.5,83.1,1,0,0,0.01,2,3,,3,3,,,,Good,Good,9,Good,161,u,10/3/05,10/3/05 0:00,12:00,E84167,u,10/3/05,10/3/05 0:00,12:00,,,,
69809,220,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/10/05,10:35,9,9,FALSE,FALSE,,,H. Roese,83.4,83.1,2,0,0.35,1.07,1,2,,3,3,,,,Good,Good,9,Good,161,u,10/10/05,10/10/05 0:00,12:36,E84167,u,10/10/05,10/10/05 0:00,12:36,,,,
70142,221,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/17/05,10:30,9,20,FALSE,FALSE,,,H. Roese,74.1,78.6,1,0,0,0,3,3,,3,3,,,,Good,Good,9,Good,161,u,10/18/05,10/18/05 0:00,12:30,E84167,u,10/18/05,10/18/05 0:00,12:30,,,,
70263,222,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/25/05,11:05,10,20,FALSE,FALSE,,,h roese,56.1,71.1,2,2.61,3.82,4.36,1,2,,3,2,,,,Good,Good,9.19,Good,161,,10/25/05,10/25/05 0:00,12:30,E84167,,10/25/05,10/25/05 0:00,12:30,,,,
70647,223,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/1/05,11:00,9,9,FALSE,FALSE,,,H. Roese,70.3,69.8,3,0,0,0,2,3,,3,3,,,,Good,Good,9.19,Good,161,u,11/1/05,11/1/05 0:00,12:50,E84167,u,11/1/05,11/1/05 0:00,12:50,,,,
70987,224,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/7/05,11:35,9,9,FALSE,FALSE,,,H. Roese,83.3,73.5,1,0,0,1.26,1,3,,3,2,,,,Good,Good,9.19,Good,161,u,11/7/05,11/7/05 0:00,12:40,E84167,u,11/7/05,11/7/05 0:00,12:40,,,,
71437,225,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/14/05,11:10,9,9,FALSE,FALSE,,,H. Roese,76.2,72.6,1,0,0,0,2,2,,3,2,,,,Good,Good,9.19,Good,161,u,11/14/05,11/14/05 0:00,13:20,E84167,u,11/14/05,11/14/05 0:00,13:20,,,,
71627,226,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/21/05,10:30,9,9,FALSE,FALSE,,,H. Roese,77.2,73.3,1,0.04,0.04,0.04,1,3,,3,2,,,,Good,Good,9.19,Good,161,u,11/21/05,11/21/05 0:00,11:35,E84167,u,11/21/05,11/21/05 0:00,11:35,,,,
71829,227,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/28/05,11:05,9,20,FALSE,FALSE,,,H Roese,77.9,69.8,2,0.08,0.08,0.08,2,1,,1,1,,,,Good,Good,9,Good,161,U,11/28/05,28-Nov-05,12:45,E84167,U,11/28/05,28-Nov-05,12:45,,,,
72120,228,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/5/05,9:15,9,9,FALSE,FALSE,,,TStripling,71,67.6,2,0,0,0.08,1,3,,1,2,,,,Good,Good,9,Good,161,U,5120127,5-Dec-05,13:40,E84167,U,5120127,5-Dec-05,13:40,,,,
72554,229,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/12/05,10:30,9,9,FALSE,FALSE,,,T. Stripling,56.1,65.8,1,0.02,0.02,0.19,2,2,,2,1,,,,Good,Good,9,Good,161,u,12/12/05,12-Dec-05,12:35,E84167,u,12/12/05,12-Dec-05,12:35,,,,
72790,230,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/19/05,11:10,9,10,FALSE,FALSE,,,T Stripling,56.2,64,2,0,0.21,0.23,3,3,,1,2,,,,Good,Good,9,Good,161,U,5120557,19-Dec-05,13:10,E84167,,5120557,19-Dec-05,13:10,,,,
73295,231,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/27/05,10:50,9,50,FALSE,FALSE,,,TStripling,58.7,59,1,0,0.16,0.16,2,2,,2,1,Dredging in progress,,,Good,Good,9,Good,161,U,5120792,27-Dec-05,13:40,E84167,,5120792,27-Dec-05,13:40,,,,
73786,232,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/2/06,,,,,,,,,,,,,,,,,,,,,,,,,,NA,161,,,,,,,,,,,,,
73916,233,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/9/06,,,,,,,,,,,,,,,,,,,,,,,,,,NA,161,,,,,,,,,,,,,
74184,234,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/16/06,,,,,,,,,,,,,,,,,,,,,,,,,,NA,161,,,,,,,,,,,,,
74407,235,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/23/06,,,,,,,,,,,,,,,,,,,,,,,,,,NA,161,,,,,,,,,,,,,
74653,236,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/30/06,,,,,,,,,,,,,,,,,,,,,,,,,,NA,161,,,,,,,,,,,,,
74974,237,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/6/06,11:20,9,9,FALSE,FALSE,,,TStripling,62.6,63.2,1,0,1.01,1.06,2,2,,2,1,,,,Good,Good,9,Good,161,U,6020181,2/6/06,13:20,E84167,U,6020181,2/6/06,13:20,,,,
75446,238,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/15/06,11:15,9,9,FALSE,FALSE,,,TStripling,67.7,57.6,1,0,0.01,0.25,2,3,,1,3,,,,Good,Good,9,Good,161,U,6020483,2/15/06,13:05,E84167,U,6020483,2/15/06,13:05,,,,
75565,239,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/20/06,11:35,9,9,FALSE,FALSE,,,TStripling,65.2,62.7,1,0,0,0.05,2,2,,2,3,,,,Good,Good,9,Good,161,U,6020660,2/20/06,14:00,E84167,U,6020660,2/20/06,14:00,,,,
75879,240,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/27/06,11:40,10,9,FALSE,FALSE,,,TStripling,64.7,63.6,1,0.43,0.33,0,2,3,,2,2,,,,Good,Good,9.24,Good,161,,6020197,2/27/06,12:45,E84167,U,6020197,2/27/06,12:45,,,,
76215,241,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/6/06,11:20,9,9,FALSE,FALSE,,,TStripling,63.6,66.3,1,0.04,0,0,2,2,,2,3,,,,Good,Good,9.19,Good,161,U,6030188,3/6/06,13:20,E84167,U,6030188,3/6/06,13:20,,,,
76477,242,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/13/06,11:55,9,9,FALSE,FALSE,,,TSTripling,75.5,71.4,1,0,0,0.06,2,1,,1,1,,,,Good,Good,9.19,Good,161,U,6030444,3/13/06,13:55,E84167,U,6030444,3/13/06,13:55,,,,
76832,243,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/20/06,11:25,9,10,FALSE,FALSE,,,TStripling,73.3,72.1,1,0.08,0,0,2,1,,1,1,,,,Good,Good,9.19,Good,161,U,6030661,3/20/06,12:50,E84167,,6030661,3/20/06,12:50,,,,
77325,244,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/28/06,11:50,9,9,FALSE,FALSE,,,TStripling,65.2,69.1,1,0.73,0,0,2,2,,1,2,,,,Good,Good,9.19,Good,161,U,6030947,3/28/06,12:54,E84167,U,6030947,3/28/06,12:54,,,,
77477,245,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/3/06,11:50,20,9,FALSE,FALSE,,,TStripling,72.6,72.9,1,0,0,0,2,2,,2,3,,,,Good,Good,10.56,Good,161,,6040030,4/3/06,13:13,E84167,U,6040030,4/3/06,13:13,,,,
77764,246,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/10/06,11:55,9,9,FALSE,FALSE,,,TStripling,79.3,71.3,1,1,0.89,0.89,2,2,,2,3,,,,Good,Good,10.56,Good,161,U,6040260,4/10/06,13:15,E84167,U,6040260,4/10/06,13:15,,,,
78076,247,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/17/06,11:35,40,9,FALSE,FALSE,,,TStripling,79.2,75.6,1,0,0,0,2,1,,3,2,,,,Moderate,Good,14.23,Good,161,,6040474,4/17/06,13:10,E84167,U,6040474,4/17/06,13:10,,,,
78407,248,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/24/06,11:20,9,9,FALSE,FALSE,,,TStripling,82.1,79.3,1,0,0,0.07,2,2,,1,3,,,,Good,Good,14.23,Good,161,U,6040732,4/24/06,13:20,E84167,U,6040732,4/24/06,13:20,,,,
78789,249,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/1/06,11:25,9,9,FALSE,FALSE,,,TStripling,78.7,75.8,1,0,0,0.12,2,1,,2,3,,,,Good,Good,14.23,Good,161,U,6050011,5/1/06,13:36,E84167,U,6050011,5/1/06,13:36,,,,
79097,250,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/8/06,12:05,9,20,FALSE,FALSE,,,TStripling,84.3,82.2,1,0,0.01,0.03,3,1,,1,3,,,,Good,Good,12.13,Good,161,U,6050289,5/8/06,14:45,E84167,,6050289,5/8/06,14:45,,,,
79360,251,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/15/06,11:50,9,9,FALSE,FALSE,,,TStripling,80.8,80.2,1,0,0,0.7,2,1,,2,2,,,,Good,Good,12.13,Good,161,U,6050532,5/15/06,13:38,E84167,U,6050532,5/15/06,13:38,,,,
79640,252,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/22/06,11:30,9,9,FALSE,FALSE,,,TStripling,82.2,78.8,2,0,0,0.69,1,2,,2,3,,,,Good,Good,9,Good,161,u,6050793,5/22/06,14:09,E84167,U,6050793,5/22/06,14:09,,,,
79939,253,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/29/06,11:25,9,9,FALSE,FALSE,,,TStripling,86.8,81.4,1,0.08,0,0,2,1,,2,3,,,,Good,Good,9,Good,161,U,6051075,5/30/06,13:26,E84167,U,6051075,5/30/06,13:26,,,,
80347,254,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/5/06,11:45,9,9,FALSE,FALSE,,,TStripling,84.4,84.2,1,0,0.01,1.47,1,1,,2,3,,,,Good,Good,9,Good,161,U,6060101,6/5/06,13:25,E84167,U,6060101,6/5/06,13:25,,,,
80709,255,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/12/06,10:55,30,9,FALSE,FALSE,,,TStripling,73.7,80.1,3,0.62,0.62,1.12,2,1,,1,1,TS Alberto,,,Good,Good,11.45,Good,161,,6060349,6/12/06,13:34,E84167,U,6060349,6/12/06,13:34,,,,
80990,256,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/19/06,11:50,9,9,FALSE,FALSE,,,TStripling,85.3,84.9,1,3.91,0.02,0.02,1,3,,1,3,,,,Good,Good,11.45,Good,161,U,6060609,6/19/06,13:40,E84167,U,6060609,6/19/06,13:40,,,,
81400,257,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/26/06,11:00,9,9,FALSE,FALSE,,,TStripling,81.4,82.3,2,0.35,0.35,1.27,2,2,,3,3,,,,Good,Good,11.45,Good,161,U,6060835,6/26/06,13:00,E84167,U,6060835,6/26/06,13:00,,,,
81487,258,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/3/06,11:10,9,9,FALSE,FALSE,,,TStripling,89.4,86.5,1,0.35,0.35,0.71,1,3,,1,3,,,,Good,Good,11.45,Good,161,U,6070013,7/3/06,13:00,E84167,U,6070013,7/3/06,13:00,,,,
81885,259,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/10/06,11:10,9,9,FALSE,FALSE,,,TStripling,88.4,87.2,1,0.17,1.82,2,1,1,,1,3,,,,Good,Good,11.45,Good,161,U,6070213,7/10/06,13:30,E84167,U,6070213,7/10/06,13:30,,,,
82108,260,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/17/06,11:40,9,9,FALSE,FALSE,,,TStripling,90.3,87.4,1,2.54,0.04,0.04,1,3,,2,3,,,,Good,Good,9,Good,161,U,6070456,7/17/06,13:50,E84167,U,6070456,7/17/06,13:50,,,,
82434,261,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/24/06,12:25,9,9,FALSE,FALSE,,,P. Barton,87.3,86.6,1,0.51,1.19,2.23,1,1,,2,2,,,,Good,Good,9,Good,161,U,6070702,7/24/06,13:45,E84167,U,6070702,7/24/06,13:45,,,,
82743,262,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/31/06,11:45,9,9,FALSE,FALSE,,,TStripling,90.8,87.9,1,0,0.55,1.22,1,3,,1,3,,,,Good,Good,9,Good,161,U,6070943,7/31/06,14:00,E84167,U,6070943,7/31/06,14:00,,,,
83323,263,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/7/06,11:25,10,10,FALSE,FALSE,,,TStripling,90.9,88.6,1,0,0.41,0.44,1,2,,1,2,,,,Good,Good,9.19,Good,161,,6080218,8/7/06,13:00,E84167,,6080218,8/7/06,13:00,,,,
83389,264,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/14/06,11:05,9,9,FALSE,FALSE,,,TStripling,90.1,87.6,1,0.05,0.05,0.37,1,3,,2,3,,,,Good,Good,9.19,Good,161,U,6080461,8/14/06,14:47,E84167,U,6080461,8/14/06,14:47,,,,
83920,265,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/21/06,10:50,80,670,TRUE,FALSE,,,TStripling,84.2,85.6,1,0.85,1.69,4.54,1,2,,1,2,,,,Moderate,Poor,14.23,Good,161,,6080675,8/21/06,12:10,E84167,,6080675,8/21/06,12:10,,,,
83948,265,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/22/06,15:40,0,9,FALSE,FALSE,,,TStripling,88.3,91.4,1,0.01,0.59,3.68,1,2,,3,3,,Resample_1,8/24/06,N/A,Good,,NA,161,,,1/1/00,,E84167,U,6080731,8/22/06,16:22,,,,
84025,266,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/28/06,11:30,9,9,FALSE,FALSE,,,TStripling,86.8,87.1,1,0,0.63,1.26,3,3,,1,3,,,,Good,Good,14.23,Good,161,U,6080887,8/28/06,13:30,E84167,U,6080887,8/28/06,13:30,,,,
84500,267,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/5/06,11:55,9,9,FALSE,FALSE,,,TStripling,82.6,86.6,1,1.3,1.51,1.82,1,2,,1,2,,,,Good,Good,14.23,Good,161,U,6090032,9/5/06,13:00,E84167,U,6090032,9/5/06,13:00,,,,
84735,268,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/11/06,11:10,9,9,FALSE,FALSE,,,TStripling,87.4,86.4,1,0.02,0.76,2.56,3,3,,1,3,,,,Good,Good,13.93,Good,161,U,6090244,9/11/06,12:35,E84167,U,6090244,9/11/06,12:35,,,,
85245,269,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/18/06,11:35,30,50,FALSE,FALSE,,,TStripling,85.7,86.4,1,0.76,0.89,5.3,1,1,,1,1,,,,Good,Good,17.73,Good,161,,6090438,9/18/06,13:00,E84167,,6090438,9/18/06,13:00,,,,
85360,270,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/25/06,12:10,9,10,FALSE,FALSE,,,PBarton,87.5,83.4,1,0,0,3.28,2,2,,3,2,,,,Good,Good,11.45,Good,161,u,6090651,9/25/06,13:50,E84167,,6090651,9/25/06,13:50,,,,
85614,271,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/2/06,11:25,9,9,FALSE,FALSE,,,TStripling,87.1,83.6,1,0,0,0.54,1,2,,1,3,,,,Good,Good,11.45,Good,161,U,6100009,10/2/06,12:30,E84167,U,6100009,10/2/06,12:30,,,,
85948,272,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/9/06,11:30,9,9,FALSE,FALSE,,,TStripling,78.1,80.4,1,0,0,0,2,3,,2,3,,,,Good,Good,11.45,Good,161,U,6100239,10/9/06,12:10,E84167,U,6100239,10/9/06,12:10,,,,
86245,273,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/16/06,12:05,9,10,FALSE,FALSE,,,TStripling,81.8,77.5,1,0,0,0.03,1,2,,1,1,,,,Good,Good,11.45,Good,161,U,6100480,10/16/06,13:00,E84167,,6100480,10/16/06,13:00,,,,
86611,274,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/23/06,11:20,20,9,FALSE,FALSE,,,TStripling,75.4,81.1,2,0,0,0.03,2,3,,2,2,,,,Good,Good,10.56,Good,161,,6100695,10/23/06,12:00,E84167,U,6100695,10/23/06,12:00,,,,
86846,275,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/30/06,11:50,9,9,FALSE,FALSE,,,TStripling,80.2,72.9,1,0,1.38,1.38,1,3,,2,3,,,,Good,Good,10.56,Good,161,U,6100923,10/30/06,12:30,E84167,U,6100923,10/30/06,12:30,,,,
87194,276,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/6/06,11:00,9,9,FALSE,FALSE,,,TStripling,76.6,72.7,1,0,0,0,2,3,,1,3,,,,Good,Good,10.56,Good,161,U,6110143,11/6/06,11:45,E84167,U,6110143,11/6/06,11:45,,,,
87503,277,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/13/06,12:00,9,9,FALSE,FALSE,,,TStripling,72.4,71.6,1,0,0,0.15,1,2,,2,2,,,,Good,Good,10.56,Good,161,U,6110352,11/13/06,12:55,E84167,U,6110352,11/13/06,12:55,,,,
87799,278,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/20/06,12:05,9,9,FALSE,FALSE,,,TStripling,60.8,66.3,1,0,0,0.74,2,2,,2,2,,,,Good,Good,10.56,Good,161,U,6110559,11/20/06,13:00,E84167,U,6110559,11/20/06,13:00,,,,
88249,279,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/28/06,11:00,9,9,FALSE,FALSE,,,TStripling,79.2,67.1,1,0,0,0.1,1,3,,1,3,,,,Good,Good,9,Good,161,U,6110738,11/28/06,12:50,E84167,U,6110738,11/28/06,12:50,,,,
88406,280,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/4/06,11:30,9,9,FALSE,FALSE,,,Tstripling,62.4,69.7,2,0,0,0.05,2,3,,2,2,,,,Good,Good,9,Good,161,U,6120041,12/4/06,12:30,E84167,U,6120041,12/4/06,12:30,,,,
88712,281,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/11/06,12:00,9,9,FALSE,FALSE,,,Tstripling,77.1,65.3,1,0,0,0.01,3,3,,1,3,,,,Good,Good,9,Good,161,U,6120251,12/11/06,13:05,E84167,U,6120251,12/11/06,13:05,,,,
89060,282,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/18/06,11:35,9,9,FALSE,FALSE,,,TStripling,77.1,66.7,1,0,0,0.03,2,2,,2,3,,,,Good,Good,9,Good,161,U,6120474,12/18/06,12:25,E84167,U,6120474,12/18/06,12:25,,,,
89503,283,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/26/06,12:10,40,70,FALSE,FALSE,,,TStripling,60.8,67.9,2,1.24,1.45,1.45,1,3,,2,1,,,,Moderate,Good,12.13,Good,161,,6120700,12/26/06,13:00,E84167,,6120700,12/26/06,13:00,,,,
89743,284,Manatee             ,Broadway Beach Access (F.K.A. Whitney Beach),10,1/2/07,11:20,9,9,FALSE,FALSE,,,TStripling,69.8,67.9,2,1.44,1.44,1.48,2,3,,2,3,,,,Good      ,Good      ,12.13,Good      ,161,U,7010011,1/2/07,13:00,E84167,U,7010011,1/2/07,13:00,,,,
